List of NDPs to be mapped
15 REFUGEE SETTLEMENTS
6TH OF OCTOBER
ABIDJAN
ALAMEDIN (BISHKEK)
ALBARKRAM
ALLAKEY
ANDIOLAVA
AT SCHOOLS -LOLA
AT SCHOOLS -N'ZÉRÉKORÉ
BANDÉ
BAOUDÉTA
BENI SUIEF- NGO W.H
BHIERA
BHIERA- NGO W.H
BLAAWBANK
BLANTRYE
CAMPS
CONS/ODES/ILLI/YUZ/VAR/BOURG
DAKOUMA
DAR ES SALAAM
DEMIETA
DEMITTA
DOUKOU-DOUKOU
DÉDOUGOU
EDP IN MARIENT
EDP IN WANEPAP
ENTREPÔT DE L'OP
ENTREPÔT DE L'OPR
ENTREPÔT DU FOURNISSEUR
FALWEL
GHARBEIA- NGO W.H
GIFUMNGWE
GUIDAN AMOUMOUNE
GUÉCHEME
HADALAT AREA
IANABINDA
"ICRC W/H RWAISHED, JORDAN"
ILLÉLA
IN 12 SCHOOLS AT LOLA
KAFR EL SHEIKH
KAFR EL SHEIKH - NGO W.H
KANTCHÉ
KARAMA WAREHOUSE
"KARAMA WAREHOUSE, JORDAN"
KAROFANE
LARGO
LUXOR
LUXOR NGO WH
LUXOR- NGO W.H
MAGARIA
MAGASIN DE L'OP
MAGASIN DU FOURNISSEUR
MALAUNAY/NAVILOG
MANDHRA - RAWALPINDI
MANDRA- RAWALPINDI
MANDRA-RAWALPINDI
MANGOCHI
MANSA
MARKA AIRPORT
"MARKA AIRPORT, AMMAN"
MAROMBY
MARSA MATROUH
MARSA MATROUH - NGO- W.H
MARSA MATROUH NGO WH
MARSA MATROUH- NGO W.H
MASINDI
MAYAHI
MAZABUKA
MAÏJIRGUI
MBABANE
MBALA
MCHINJI
MENIA
MENIA NGO WH
MENIA- NGO W.H
MIRRIAH
MIRRYAH
MKUSHI
MOKKO
MONZE
MOPTI
MOSTAGANEM
MPANDA
MT. HAGEN
MULOBEZI
MUMBAI PORT
MUMBWA
MURANGA
MUSENYI
MUSTAFA JAMAL MILL WAREHOUSE
MUSTAFA JAMAL SILO CO WH
MUTIMBUZI
MUYINGA
MUZINDA
MWAKIRO
MZIMBA
NACALA
NAIROBI
NAIROBI WAREHOUSE
"NAIROBI, KE"
NAKONDE
NATITINGOU
NAZARETH
NDIM
NGO WH IN ASSIUT THD
NGO WH IN ASSIUT WA
NGO WH IN ASWAN
NGO WH IN BEHIRA
NGO WH IN BENISUIEF
NGO WH IN DAKAHLIA
NGO WH IN FAYOUM
NGO WH IN GHARBEYA
NGO WH IN GIZA
NGO WH IN KAFR EL SHEIKH
NGO WH IN LUXOR
NGO WH IN MATROUH
NGO WH IN MENIA
NGO WH IN QALUBEYA
NGO WH IN QENA
NGO WH IN SHARKEYA
NGO WH IN SOHAG
"NO MAN'S LAND, JORDAN BORDER"
"NO MAN'S LAND,JORDAN BORDER"
NORTH KINGSTOWN
NOTH KINGSTOWN
NTCHISI
NTUNGAMO
NWOYA
NYABUGOGO-KIGALI
OLLÉLEWA
OLLÉLÉWA
ORAN
OSH (OSHKAYA)
OUAHIGOUYA
PAKKOKU
PAKOKKU
PANGKHAM
PAOUA
PARAKOU
PEAMBA
PESHAWAR
PESHAWAR-KPK
PETAUKE
PETUAKE
PHUENTSHOLING
PIETERMARITZBURG
PONT SONDE
PORT ELIZABETH
PORT LOKO
PORT QASIM
PORT SUDAN
PORTO NOVO
PUERTO CORINTO
QALUBEYA
QALUBEYA NGO WH
QENA
QENA NGO W.H.
QENA- NGO W.H
QUALYOUBEYA
QUALYOUBEYA- NGO W.H
RABOUNI
RAIWIND-PUNJAB
REFUGEE SETTLEMENTS
REFUGEES SETTLEMENT
"RHODY, NORTH KINGSTOWN"
RIGIA BOGOUARI
RIOHACHA
ROKUPUR
RUGAZI
RUGOMBO
RUKBAN AREA
SABAWOON ZUBAIR MILL
SABAWOON ZUBAIR MILL WH
SAFO
SAKIEMA
SALIMA
SAMDRUP JONGKHAR
SARKIN YAMMA
SAYGA WAREHOUSE KHARTOUM
SENEKEDUGU
SFAX
SHARI
SHARKEYA
SHARKEYA NGO WH
SHARKEYA- NGO W.H
SHARKEYA- NGO W.H.
SIPHOFANENI
SOAVINANDRIANA
SOHAG
SOHAG NGO WH
SOHAG- NGO W.H
SOKORBÉ
ST VIGOR D'IMOVILLE
SUCRE WAREHOUSE
SUPPLEIR WH- ALEXANDRIA
SUPPLIER FACTORY
SUPPLIER WAREHOUSE
SUPPLIER WAREHOUSE KHARTOUM
SUPPLIER WH- MERSIN
SUPPLIER'S  PREMISES
SUPPLIER'S PREMISES KHARTOUM
SUPPLIER'S W/H IN LAE
SUPPLIER'S W/H IN SARIAKNDI
SUPPLIER'S WAREHOUSE
SUPPLIER'S WAREHOUSE FRANCE
"SUPPLIER'S WAREHOUSE, AMMAN"
SUPPLIER'S WH ELIZABETH
SUPPLIER'S WH LE PETIT QUEV.
SUPPLIER'S WH ST VIGOR
SURABAYA/TANJUNG PRIOK
TAHOUA
TAKASSABA
TANJAKA
TARHE NAW FLOUR MILL WH
TARHE NAW MILL WAREHOUSE
TARHE NAW WAREHOUSE
TARIJA WAREHOUSE
TESSAOUA
TIBIRI
TOAMASINA
TOCOA
TORORO
TRABZON
TRANSMARA
TSERNAOUA
TUA QASTAL WAREHOUSE
UAH
"ULONGUÉ- ANGONIA, TETE"
UNHRD DUBAI
VARNA
VARNA/BURGAS
VERRETTES
WEST BANK
WFP ACHINI BALA WAREHOUSE
WFP DILI WAREHOUSE
WFP EL OBEID WAREHOUSE
WFP FREEPORT WAREHOUSE
WFP HAIRATON WH
WFP KANKAN WAREHOUSE
"WFP KM 17 WAREHOUSE, VTE"
WFP KOSTI WAREHOUSE
WFP NASIR BAGH WAREHOUSE
WFP PESHAWAR
WFP PORT OFFICE
WFP PORT WAREHOUSE
WFP SAHNAYA WAREHOUSE
WFP TORORO
WFP W/HOUSE MOGADISHU
WFP W/HSE MOGADISHU
WFP WAREHOUSE
WFP WAREHOUSE ACHNI BALI
WFP WAREHOUSE KOSTI
WFP WAREHOUSE OSH
WFP WAREHOUSE PORT SUDAN
WFP'S W/H IN DOHUK
WFP'S W/H IN ERBIL
WFP/ CP MILL
WFP/PORT WAREHOUSE
WFP/WAREHOUSE
WH TACTIC
WOREH
YAMBIO
ZAATARI CAMP
ZATARI CAMP
"ZATARI CAMP, JORDAN"
ZERO POINT CILVEGOZU BORDER
ZINDER
